Food code,Main food description,Seq num,Ingredient code,Ingredient weight (g)
11411200,"Yogurt, low fat milk, plain",2,999328,0.012
11411300,"Yogurt, nonfat milk, plain",1,1118,100
11411300,"Yogurt, nonfat milk, plain",2,999328,0.012
11411390,"Yogurt, Greek, NS as to type of milk, plain",1,1287,100
11411400,"Yogurt, Greek, whole milk, plain",1,1293,100
11411410,"Yogurt, Greek, low fat milk, plain",1,1287,100
11411420,"Yogurt, Greek, nonfat milk, plain",1,1256,100
11430000,"Yogurt, NS as to type of milk, fruit",1,1117,88
11430000,"Yogurt, NS as to type of milk, fruit",2,19297,12
11430000,"Yogurt, NS as to type of milk, fruit",3,999328,0.012
11431000,"Yogurt, whole milk, fruit",1,1116,88
11431000,"Yogurt, whole milk, fruit",2,19297,12
11431000,"Yogurt, whole milk, fruit",3,999328,0.011
11432000,"Yogurt, low fat milk, fruit",1,1117,88
11432000,"Yogurt, low fat milk, fruit",2,19297,12
11432000,"Yogurt, low fat milk, fruit",3,999328,0.012
11433000,"Yogurt, nonfat milk, fruit",1,1118,88
11433000,"Yogurt, nonfat milk, fruit",2,19297,12
11433000,"Yogurt, nonfat milk, fruit",3,999328,0.012
11433990,"Yogurt, Greek, NS as to type of milk, fruit",1,1284,100
11434000,"Yogurt, Greek, whole milk, fruit",1,1294,100
11434010,"Yogurt, Greek, low fat milk, fruit",1,1284,100
11434020,"Yogurt, Greek, nonfat milk, fruit",1,1285,100
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",1,1117,97
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",2,19335,3
11434090,"Yogurt, NS as to type of milk, flavors other than fruit",3,999328,0.012
11434100,"Yogurt, whole milk, flavors other than fruit",1,1116,95
11434100,"Yogurt, whole milk, flavors other than fruit",2,19335,5
11434100,"Yogurt, whole milk, flavors other than fruit",3,999328,0.011
11434200,"Yogurt, low fat milk, flavors other than fruit",1,1117,97
11434200,"Yogurt, low fat milk, flavors other than fruit",2,19335,3
11434200,"Yogurt, low fat milk, flavors other than fruit",3,999328,0.012
11434300,"Yogurt, nonfat milk, flavors other than fruit",1,1118,97
11434300,"Yogurt, nonfat milk, flavors other than fruit",2,19335,3
11434300,"Yogurt, nonfat milk, flavors other than fruit",3,999328,0.012
11435000,"Yogurt, Greek, NS as to type of milk, flavors other than fruit",1,1297,100
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",1,1297,98
11435010,"Yogurt, Greek, whole milk, flavors other than fruit",2,1003,2
11435020,"Yogurt, Greek, low fat milk, flavors other than fruit",1,1297,100
11435030,"Yogurt, Greek, nonfat milk, flavors other than fruit",1,1286,100
11435100,"Yogurt, Greek, with oats",1,1297,80
11435100,"Yogurt, Greek, with oats",2,57227000,20
11436000,"Yogurt, liquid",1,1117,70
11436000,"Yogurt, liquid",2,14411,20
11436000,"Yogurt, liquid",3,19297,10
11436000,"Yogurt, liquid",4,999328,0.012
11440010,"Chipotle dip, yogurt based",1,4025,20
11440010,"Chipotle dip, yogurt based",2,1287,80
11440010,"Chipotle dip, yogurt based",3,2047,1.3
11440010,"Chipotle dip, yogurt based",4,11819,2
11440030,"Onion dip, yogurt based",1,4025,20
11440030,"Onion dip, yogurt based",2,1287,80
11440030,"Onion dip, yogurt based",3,2047,1.3
11440030,"Onion dip, yogurt based",4,99997510,10
11440030,"Onion dip, yogurt based",5,11100000,20
11440040,"Ranch dip, yogurt based",1,4025,20
11440040,"Ranch dip, yogurt based",2,1287,80
11440040,"Ranch dip, yogurt based",3,2047,1.3
11440040,"Ranch dip, yogurt based",4,1094,1
11440040,"Ranch dip, yogurt based",5,2029,1
11440050,"Spinach dip, yogurt based",1,4025,20
11440050,"Spinach dip, yogurt based",2,1287,80
11440050,"Spinach dip, yogurt based",3,2047,1.3
11440050,"Spinach dip, yogurt based",4,11464,10
11440050,"Spinach dip, yogurt based",5,11100000,20
11440060,Tzatziki dip,1,1293,455
11440060,Tzatziki dip,2,11205,300
11440060,Tzatziki dip,3,82104000,28
11440060,Tzatziki dip,4,9152,15
11440060,Tzatziki dip,5,2047,6
11440060,Tzatziki dip,6,11215,6
11440070,"Vegetable dip, yogurt based",1,4025,20
11440070,"Vegetable dip, yogurt based",2,1287,80
11440070,"Vegetable dip, yogurt based",3,2047,1.3
11440070,"Vegetable dip, yogurt based",4,99997510,1
11440070,"Vegetable dip, yogurt based",5,2029,1
11446000,"Yogurt parfait, low fat, with fruit",1,21463,100
11446000,"Yogurt parfait, low fat, with fruit",2,999328,0.011
11459990,"Frozen yogurt, NFS",1,42187,100
11460000,"Frozen yogurt, vanilla",1,42187,100
11460100,"Frozen yogurt, chocolate",1,42186,100
11460500,"Frozen yogurt, soft serve, vanilla",1,19293,100
11460510,"Frozen yogurt, soft serve, chocolate",1,19293,98
11460510,"Frozen yogurt, soft serve, chocolate",2,19165,2
11461200,Frozen yogurt sandwich,1,42187,75
11461200,Frozen yogurt sandwich,2,18157,25
11461210,"Frozen yogurt bar, vanilla",1,42187,100
11461220,"Frozen yogurt bar, chocolate",1,42186,100
11461250,"Frozen yogurt cone, chocolate",1,42186,120
11461250,"Frozen yogurt cone, chocolate",2,18271,5
11461260,"Frozen yogurt cone, vanilla",1,42187,120
11461260,"Frozen yogurt cone, vanilla",2,18271,5
11461300,"Frozen yogurt cone, vanilla, waffle cone",1,42187,240
11461300,"Frozen yogurt cone, vanilla, waffle cone",2,18272,15
11461320,"Frozen yogurt cone, chocolate, waffle cone",1,42186,240
11461320,"Frozen yogurt cone, chocolate, waffle cone",2,18272,15
11480000,"Baby Toddler food, NFS",1,20000300,33
11480000,"Baby Toddler food, NFS",2,76000000,33
11480000,"Baby Toddler food, NFS",3,67100000,33
11480010,"Baby Toddler yogurt, plain",1,1116,100
11480010,"Baby Toddler yogurt, plain",2,999328,0.011
11480100,"Baby Toddler yogurt, with fruit",1,1116,90
11480100,"Baby Toddler yogurt, with fruit",2,19297,10
11480100,"Baby Toddler yogurt, with fruit",3,999328,0.011
11511000,"Chocolate milk, NFS",1,1292,100
11511100,"Chocolate milk, ready to drink, whole",1,1102,100
11511200,"Chocolate milk, ready to drink, reduced fat",1,1103,100
11511300,"Chocolate milk, ready to drink, fat free",1,1292,100
11511400,"Chocolate milk, ready to drink, low fat",1,1104,100
11511550,"Chocolate milk, ready to drink, reduced sugar, NS as to milk",1,1305,100
11511600,"Chocolate milk, ready to drink, low fat (Nesquik)",1,1104,100
11511700,"Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)",1,1104,100
11512010,"Hot chocolate / Cocoa, ready to drink",1,1079,244
11512010,"Hot chocolate / Cocoa, ready to drink",2,19924,56
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",1,1085,244
11512020,"Hot chocolate / Cocoa, ready to drink, made with nonfat milk",2,19924,56
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",1,16139,122
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",2,19924,56
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk",3,11350000,122
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",1,1079,244
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",2,19924,56
11512100,"Hot chocolate / Cocoa, ready to drink, with whipped cream",3,1053,14.938
11513100,"Chocolate milk, made from dry mix with whole milk",1,1077,244
11513100,"Chocolate milk, made from dry mix with whole milk",2,14557,16
11513150,"Chocolate milk, made from dry mix with reduced fat milk",1,1079,244
11513150,"Chocolate milk, made from dry mix with reduced fat milk",2,14557,16
11513300,"Chocolate milk, made from dry mix with fat free milk",1,1085,244
11513300,"Chocolate milk, made from dry mix with fat free milk",2,14557,16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",1,16139,122
11513310,"Chocolate milk, made from dry mix with non-dairy milk",2,14557,16
11513310,"Chocolate milk, made from dry mix with non-dairy milk",3,11350000,122
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",1,11100000,244
11513380,"Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)",2,14557,16
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",1,1077,244
11513381,"Chocolate milk, made from dry mix with whole milk (Nesquik)",2,14557,16
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",1,1079,244
11513382,"Chocolate milk, made from dry mix with reduced fat milk (Nesquik)",2,14557,16
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",1,1082,244
11513383,"Chocolate milk, made from dry mix with low fat milk (Nesquik)",2,14557,16
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",1,1085,244
11513384,"Chocolate milk, made from dry mix with fat free milk (Nesquik)",2,14557,16
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",1,16139,122
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",2,14557,16
11513385,"Chocolate milk, made from dry mix with non-dairy milk (Nesquik)",3,11350000,122
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",1,1079,244
11513392,"Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)",2,14063,11
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",1,16139,122
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",2,14063,11
11513395,"Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)",3,11350000,122
11513400,"Chocolate milk, made from syrup, NS as to type of milk",1,11100000,244
11513400,"Chocolate milk, made from syrup, NS as to type of milk",2,19924,37.5
11513500,"Chocolate milk, made from syrup with whole milk",1,1077,244
11513500,"Chocolate milk, made from syrup with whole milk",2,19924,37.5
11513550,"Chocolate milk, made from syrup with reduced fat milk",1,1079,244
11513550,"Chocolate milk, made from syrup with reduced fat milk",2,19924,37.5
11513600,"Chocolate milk, made from syrup with low fat milk",1,1082,244
11513600,"Chocolate milk, made from syrup with low fat milk",2,19924,37.5
11513700,"Chocolate milk, made from syrup with fat free milk",1,1085,244
11513700,"Chocolate milk, made from syrup with fat free milk",2,19924,37.5
11513750,"Chocolate milk, made from syrup with non-dairy milk",1,16139,122
11513750,"Chocolate milk, made from syrup with non-dairy milk",2,19924,37.5
11513750,"Chocolate milk, made from syrup with non-dairy milk",3,11350000,122
11513801,"Chocolate milk, made from light syrup with whole milk",1,1077,244
11513801,"Chocolate milk, made from light syrup with whole milk",2,19345,35
11513802,"Chocolate milk, made from light syrup with reduced fat milk",1,1079,244
11513802,"Chocolate milk, made from light syrup with reduced fat milk",2,19345,35
11513803,"Chocolate milk, made from light syrup with low fat milk",1,1082,244
11513803,"Chocolate milk, made from light syrup with low fat milk",2,19345,35
11513804,"Chocolate milk, made from light syrup with fat free milk",1,1085,244
11513804,"Chocolate milk, made from light syrup with fat free milk",2,19345,35
11513851,"Chocolate milk, made from sugar free syrup with whole milk",1,1077,244
11513851,"Chocolate milk, made from sugar free syrup with whole milk",2,19916,35
11514100,"Hot chocolate / Cocoa, made with dry mix and water",1,14192,28
11514100,"Hot chocolate / Cocoa, made with dry mix and water",2,14411,177.6
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",1,1077,183
11514110,"Hot chocolate / Cocoa, made with dry mix and whole milk",2,14192,28
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",1,1079,183
11514120,"Hot chocolate / Cocoa, made with dry mix and reduced fat milk",2,14192,28
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",1,1082,183
11514130,"Hot chocolate / Cocoa, made with dry mix and low fat milk",2,14192,28
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",1,1085,183
11514140,"Hot chocolate / Cocoa, made with dry mix and fat free milk",2,14192,28
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",1,16139,92
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",2,14192,28
11514150,"Hot chocolate / Cocoa, made with dry mix and non-dairy milk",3,11350000,92
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",1,14429,177.6
11514310,"Hot chocolate / Cocoa, made with no sugar added dry mix and water",2,14196,16
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",1,1077,183
11514320,"Hot chocolate / Cocoa, made with no sugar added dry mix and whole milk",2,14196,16
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",1,1079,183
11514330,"Hot chocolate / Cocoa, made with no sugar added dry mix and reduced fat milk",2,14196,16
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",1,1082,183
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk",2,14196,16
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",1,1085,183
11514350,"Hot chocolate / Cocoa, made with no sugar added dry mix and fat free milk",2,14196,16
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",1,16139,92
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",2,14196,16
11514360,"Hot chocolate / Cocoa, made with no sugar added dry mix and non-dairy milk",3,11350000,92
11519040,"Strawberry milk, NFS",1,14634,16
11519040,"Strawberry milk, NFS",2,1079,244
11519050,"Strawberry milk, whole",1,14350,20
11519050,"Strawberry milk, whole",2,1077,244
11519105,"Strawberry milk, reduced fat",1,14350,16
11519105,"Strawberry milk, reduced fat",2,1079,244
11519200,"Strawberry milk, low fat",1,14350,20
11519200,"Strawberry milk, low fat",2,1082,244
11519205,"Strawberry milk, fat free",1,14350,20
11519205,"Strawberry milk, fat free",2,1085,244
11519210,"Strawberry milk, reduced sugar",1,1082,98
11519210,"Strawberry milk, reduced sugar",2,19335,2
11519215,"Strawberry milk, non-dairy",1,16139,122
11519215,"Strawberry milk, non-dairy",2,14350,20
11519215,"Strawberry milk, non-dairy",3,11350000,122
11526000,"Milk, malted",1,14315,11
11526000,"Milk, malted",2,11100000,244
11531000,Eggnog,1,1057,100
11541110,"Milk shake, home recipe, chocolate",1,1077,488
11541110,"Milk shake, home recipe, chocolate",2,19270,296
11541120,"Milk shake, home recipe, flavors other than chocolate",1,1077,488
11541120,"Milk shake, home recipe, flavors other than chocolate",2,19095,270
11541130,"Milk shake, home recipe, chocolate, light",1,1082,488
11541130,"Milk shake, home recipe, chocolate, light",2,19114,296
11541135,"Milk shake, home recipe, flavors other than chocolate, light",1,1082,488
11541135,"Milk shake, home recipe, flavors other than chocolate, light",2,19088,270
11541400,Milk shake with malt,1,1077,488
11541400,Milk shake with malt,2,19095,270
11541400,Milk shake with malt,3,14311,29.6
11542100,"Milk shake, fast food, chocolate",1,14347,98
11542100,"Milk shake, fast food, chocolate",2,19165,2
11542200,"Milk shake, fast food, flavors other than chocolate",1,14347,100
11543000,"Milk shake, bottled, chocolate",1,14347,98
11543000,"Milk shake, bottled, chocolate",2,19165,2
11543010,"Milk shake, bottled, flavors other than chocolate",1,14347,100
11551050,Licuado or Batido,1,11100000,244
11551050,Licuado or Batido,2,9040,68
11551050,Licuado or Batido,3,9316,54.78
11551050,Licuado or Batido,4,19335,19
11553100,"Fruit smoothie, NFS",1,9318,149
11553100,"Fruit smoothie, NFS",2,9054,150
11553100,"Fruit smoothie, NFS",3,9040,118
11553100,"Fruit smoothie, NFS",4,11432000,226.1
11553100,"Fruit smoothie, NFS",5,11100000,244
11553110,"Fruit smoothie, with whole fruit and dairy",1,9318,149
11553110,"Fruit smoothie, with whole fruit and dairy",2,9054,150
11553110,"Fruit smoothie, with whole fruit and dairy",3,9040,118
11553110,"Fruit smoothie, with whole fruit and dairy",4,11432000,226.61
11553110,"Fruit smoothie, with whole fruit and dairy",5,11100000,244
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",1,9318,149
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",2,9054,150
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",3,11432000,226.61
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",4,11100000,244
11553120,"Fruit smoothie, with whole fruit and dairy, added protein",5,14066,52
11553130,"Fruit smoothie juice drink, with dairy",1,21521,100
11560000,Chocolate milk drink,1,43369,100
11710000,"Infant formula, NFS",1,11710359,50
11710000,"Infant formula, NFS",2,11710639,50
11710030,"Infant formula, Similac, NFS",1,11710359,75
11710030,"Infant formula, Similac, NFS",2,11710379,25
11710051,"Infant formula, Similac Alimentum, ready-to-feed",1,3935,100
11710056,"Infant formula, Similac Alimentum, powder, made with water",1,3935,100
11710351,"Infant formula, Similac Advance, ready-to-feed",1,3950,8.5
11710351,"Infant formula, Similac Advance, ready-to-feed",2,3024,59.2
11710357,"Infant formula, Similac Advance, powder, made with tap water",1,3950,8.5
11710357,"Infant formula, Similac Advance, powder, made with tap water",2,14411,59.2
11710358,"Infant formula, Similac Advance, powder, made with bottled water",1,3950,8.5
11710358,"Infant formula, Similac Advance, powder, made with bottled water",2,14555,59.2
11710359,"Infant formula, Similac Advance, powder, made with baby water",1,3950,8.5
11710359,"Infant formula, Similac Advance, powder, made with baby water",2,3024,59.2
11710371,"Infant formula, Similac Sensitive, ready-to-feed",1,3948,8.5
11710371,"Infant formula, Similac Sensitive, ready-to-feed",2,3024,59.2
11710377,"Infant formula, Similac Sensitive, powder, made with tap water",1,3948,8.5
11710377,"Infant formula, Similac Sensitive, powder, made with tap water",2,14411,59.2
11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",1,3948,8.5
11710378,"Infant formula, Similac Sensitive, powder, made with bottled water",2,14555,59.2
11710379,"Infant formula, Similac Sensitive, powder, made with baby water",1,3948,8.5
11710379,"Infant formula, Similac Sensitive, powder, made with baby water",2,3024,59.2
11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",1,3999,8.5
11710381,"Infant formula, Similac for Spit-Up, ready-to-feed",2,3024,59.2
11710383,"Infant formula, Similac for Spit-Up, powder, made with water",1,3999,8.5
11710383,"Infant formula, Similac for Spit-Up, powder, made with water",2,3024,59.2
11710481,"Toddler formula, Similac Go and Grow",1,33871,15
11710481,"Toddler formula, Similac Go and Grow",2,3024,118.4
11710605,"Infant formula, Enfamil, NFS",1,11710639,75
11710605,"Infant formula, Enfamil, NFS",2,11710679,25
11710621,"Infant formula, Enfamil Premium Newborn, ready-to-feed",1,3986,100
11710629,"Infant formula, Enfamil Premium Newborn, powder, made with water",1,3986,100
11710631,"Infant formula, Enfamil Infant, ready-to-feed",1,33863,8.8
11710631,"Infant formula, Enfamil Infant, ready-to-feed",2,3024,59.2
11710637,"Infant formula, Enfamil Infant, powder, made with tap water",1,33863,8.8
11710637,"Infant formula, Enfamil Infant, powder, made with tap water",2,14411,59.2
11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",1,33863,8.8
11710638,"Infant formula, Enfamil Infant, powder, made with bottled water",2,14555,59.2
11710639,"Infant formula, Enfamil Infant, powder, made with baby water",1,33863,8.8
11710639,"Infant formula, Enfamil Infant, powder, made with baby water",2,3024,59.2
11710661,"Infant formula, Enfamil AR, ready-to-feed",1,3943,8.8
11710661,"Infant formula, Enfamil AR, ready-to-feed",2,3024,59.2
11710669,"Infant formula, Enfamil AR, powder, made with water",1,3943,8.8
11710669,"Infant formula, Enfamil AR, powder, made with water",2,3024,59.2
11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",1,3980,8.8
11710671,"Infant formula, Enfamil Gentlease, ready-to-feed",2,3024,59.2
11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",1,3980,8.8
11710677,"Infant formula, Enfamil Gentlease, powder, made with tap water",2,14411,59.2
11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",1,3980,8.8
11710678,"Infant formula, Enfamil Gentlease, powder, made with bottled water",2,14555,59.2
11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",1,3980,8.8
11710679,"Infant formula, Enfamil Gentlease, powder, made with baby water",2,3024,59.2
11710689,"Toddler formula, Enfamil Enfagrow",1,3967,20.25
11710689,"Toddler formula, Enfamil Enfagrow",2,3024,177.4
11710689,"Toddler formula, Enfamil Enfagrow",3,33866,6.75
11710801,"Toddler formula, PediaSure",1,3860,100
11710807,"Toddler formula, Nido Kinder",1,11710481,50
11710807,"Toddler formula, Nido Kinder",2,11710689,50
11710810,"Toddler formula, store brand, beginning or next stage",1,11710481,50
11710810,"Toddler formula, store brand, beginning or next stage",2,11710689,50
11710815,"Toddler formula, store brand, pediatric shake",1,3860,100
11710905,"Infant formula, Gerber, NFS",1,11710919,75
11710905,"Infant formula, Gerber, NFS",2,11720619,25
11710911,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",1,33867,8.7
11710911,"Infant formula, Gerber Good Start Gentle, Stage 1, ready-to-feed",2,3024,59.2
11710917,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",1,33867,8.7
11710917,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with tap water",2,14411,59.2
11710918,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",1,33867,8.7
11710918,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with bottled water",2,14555,59.2
11710919,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",1,33867,8.7
11710919,"Infant formula, Gerber Good Start Gentle, Stage 1, powder, made with baby water",2,3024,59.2
11710921,"Infant formula, Gerber Good Start Gentle, Stage 2",1,33867,8.7
11710921,"Infant formula, Gerber Good Start Gentle, Stage 2",2,3024,59.2
11710930,"Toddler formula, Gerber Good Start, Stage 3",1,11710481,50
11710930,"Toddler formula, Gerber Good Start, Stage 3",2,11710689,50
11710935,"Infant formula, premature, powder, made with water",1,3955,50
11710935,"Infant formula, premature, powder, made with water",2,3944,50
11710945,"Infant formula, premature, ready-to-feed",1,3955,50
11710945,"Infant formula, premature, ready-to-feed",2,3944,50
11710954,"Infant formula, organic, powder, made with water",1,11710359,50
11710954,"Infant formula, organic, powder, made with water",2,11710639,50
11710955,"Infant formula, organic, ready-to-feed",1,11710359,50
11710955,"Infant formula, organic, ready-to-feed",2,11710639,50
11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",1,11710357,50
11710967,"Infant formula, store brand, advantage or tender, powder, made with tap water",2,11710637,50
11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",1,11710358,50
11710968,"Infant formula, store brand, advantage or tender, powder, made with bottled water",2,11710638,50
11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",1,11710359,50
11710969,"Infant formula, store brand, advantage or tender, powder, made with baby water",2,11710639,50
11710970,"Infant formula, store brand, gentle or sensitivity",1,11710379,50
11710970,"Infant formula, store brand, gentle or sensitivity",2,11710679,50
11710980,"Infant formula, store brand, added rice",1,11710383,50
11710980,"Infant formula, store brand, added rice",2,11710669,50
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",1,3852,8.8
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",2,3024,59.2
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",1,3852,8.8
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",2,14411,59.2
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",1,3852,8.8
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",2,14555,59.2
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",1,3852,8.8
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",2,3024,59.2
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",1,3954,8.5
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",2,3024,59.2
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",1,3954,8.5
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",2,14411,59.2
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",1,3954,8.5
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",2,14555,59.2
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",1,3954,8.5
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",2,3024,59.2
11720430,"Infant formula, Similac for Diarrhea",1,3992,100
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",1,3867,8.7
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",2,3024,59.2
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",1,3867,8.7
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",2,14411,59.2
11720618,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",1,3867,8.7
11720618,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",2,14555,59.2
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",1,3867,8.7
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",2,3024,59.2
11720809,"Infant formula, store brand, soy",1,11720419,50
11720809,"Infant formula, store brand, soy",2,11720319,50
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed",1,3838,8.8
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed",2,3024,59.2
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water",1,3838,8.8
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water",2,3024,59.2
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed",1,3821,8.8
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed",2,3024,59.2
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water",1,3821,8.8
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water",2,3024,59.2
11740405,"Infant formula, amino acids",1,33873,8.8
11740405,"Infant formula, amino acids",2,3024,59.2
11740560,"Infant formula, low iron",1,3837,8.5
11740560,"Infant formula, low iron",2,3024,59.2
11810000,"Milk, dry, not reconstituted, NS as to fat content",1,1154,100
11813000,"Milk, dry, not reconstituted, fat free (skim)",1,1154,100
11825000,"Whey, sweet, dry",1,1115,100
11830150,"Cocoa powder, not reconstituted",1,19165,100
11830160,"Chocolate beverage powder, dry mix, not reconstituted",1,14557,100
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",1,14063,100
11830260,"Milk, malted, dry mix, not reconstituted",1,14315,100
11830400,"Strawberry beverage powder, dry mix, not reconstituted",1,14350,100
12100100,"Cream, NS as to light, heavy, or half and half",1,12120100,100
12110100,"Cream, light",1,1050,100
12120100,"Cream, half and half",1,1049,100
12120106,"Cream, half and half, flavored",1,1049,100
12120106,"Cream, half and half, flavored",2,2052,2
12120110,"Cream, half and half, fat free",1,1199,100
12130100,"Cream, heavy",1,1053,100
12140000,"Cream, whipped",1,1053,238
12140000,"Cream, whipped",2,19336,15
12200100,"Coffee creamer, NFS",1,1067,100
12210200,"Coffee creamer, liquid",1,1067,100
12210210,"Coffee creamer, liquid, flavored",1,1205,100
12210260,"Coffee creamer, liquid, fat free",1,42141,100
12210270,"Coffee creamer, liquid, fat free, flavored",1,42141,75
12210270,"Coffee creamer, liquid, fat free, flavored",2,19335,25
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",1,42141,100
12210310,"Coffee creamer, liquid, sugar free, flavored",1,42141,100
12210400,"Coffee creamer, powder",1,1069,100
12210420,"Coffee creamer, powder, flavored",1,1206,100
12210430,"Coffee creamer, powder, fat free",1,42136,100
12210440,"Coffee creamer,powder, fat free, flavored",1,42136,100
12210505,"Coffee creamer,powder, sugar free, flavored",1,1069,100
12210520,"Coffee creamer, soy, liquid",1,1067,100
12220200,Whipped topping,1,1073,100
12220270,"Whipped topping, fat free",1,42135,100
12220280,"Whipped topping, sugar free",1,42135,100
12310100,"Sour cream, regular",1,1056,100
12310350,"Sour cream, light",1,1179,100
12310370,"Sour cream, fat free",1,1180,100
12320100,"Sour cream, imitation",1,1074,100
