Food code,Main food description,Additional food description
58163380,Flavored rice and pasta mixture,"Rice-A-Roni, all flavors; Lipton / Knorr Rice and Sauce, all flavors"
58163400,"Flavored rice and pasta mixture, reduced sodium","Rice-A-Roni 1/3 Less Salt, all flavors, including with cheese and vegetables; Rice-A-Roni Lower Sodium, all flavors"
58163405,"Spanish rice, from restaurant",fast food / other place
58163410,"Spanish rice, fat added","Mexican rice; red rice; white rice with tomatoes and/or tomato-based sauce, green peppers and onions; Spanish rice, NFS; homemade"
58163420,"Spanish rice, no added fat","Mexican rice; red rice; white rice with tomatoes and/or tomato-based sauce, green peppers and onions; homemade; Spanish rice, NFS"
58163430,"Spanish rice, NS as to fat","Mexican rice; red rice; white rice with tomatoes and/or tomato-based sauce, green peppers and onions; homemade; Spanish rice, NFS"
58163450,Spanish rice with ground beef,
58163510,Rice dressing,rice stuffing combined with bread
58164110,Rice with raisins,
58164210,Rice dessert or salad with fruit,glorified rice
58164500,"Rice, white, with cheese and/or cream based sauce, NS as to fat",mushroom soup-based sauce; white sauce
58164510,"Rice, white, with cheese and/or cream based sauce, no added fat",mushroom soup-based sauce; white sauce
58164520,"Rice, white, with cheese and/or cream based sauce, fat added",mushroom soup-based sauce; white sauce; risotto
58164530,"Rice, white, with gravy, NS as to fat",
58164540,"Rice, white, with gravy, no added fat",
58164550,"Rice, white, with gravy, fat added",
58164560,"Rice, white, with soy-based sauce, NS as to fat",teriyaki sauce
58164570,"Rice, white, with soy-based sauce, no added fat",teriyaki sauce
58164580,"Rice, white, with soy-based sauce, fat added",teriyaki sauce
58164800,"Rice, brown, with cheese and/or cream based sauce, NS as to fat",mushroom soup-based sauce; white sauce
58164810,"Rice, brown, with cheese and/or cream based sauce, no added fat",mushroom soup-based sauce; white sauce
58164820,"Rice, brown, with cheese and/or cream based sauce, fat added",mushroom soup-based sauce; white sauce; risotto made with brown rice
58164830,"Rice, brown, with gravy, NS as to fat",
58164840,"Rice, brown, with gravy, no added fat",
58164850,"Rice, brown, with gravy, fat added",
58164860,"Rice, brown, with soy-based sauce, NS as to fat",teriyaki sauce
58164870,"Rice, brown, with soy-based sauce, no added fat",teriyaki sauce
58164880,"Rice, brown, with soy-based sauce, fat added",teriyaki sauce
58165000,"Rice, white, with vegetables, cheese and/or cream based sauce, NS as to fat",any type of vegetable; mushroom soup-based sauce; white sauce
58165010,"Rice, white, with vegetables, cheese and/or cream based sauce, no added fat",any type of vegetable; mushroom soup-based sauce; white sauce
58165020,"Rice, white, with vegetables, cheese and/or cream based sauce, fat added",any type of vegetable; mushroom soup-based sauce; white sauce; vegetable risotto
58165030,"Rice, white, with vegetables and gravy, NS as to fat",any type of vegetable
58165040,"Rice, white, with vegetables and gravy, no added fat",any type of vegetable
58165050,"Rice, white, with vegetables and gravy, fat added",any type of vegetable
58165060,"Rice, white, with vegetables, soy-based sauce, NS as to fat",any type of vegetable; teriyaki sauce
58165070,"Rice, white, with vegetables, soy-based sauce, no added fat",any type of vegetable; teriyaki sauce
58165080,"Rice, white, with vegetables, soy-based sauce, fat added",any type of vegetable; teriyaki sauce
58165400,"Rice, brown, with vegetables, cheese and/or cream based sauce, NS as to fat",any type of vegetable; mushroom soup-based sauce; white sauce
58165410,"Rice, brown, with vegetables, cheese and/or cream based sauce, no added fat",any type of vegetable; mushroom soup-based sauce; white sauce
58165420,"Rice, brown, with vegetables, cheese and/or cream based sauce, fat added",any type of vegetable; mushroom soup-based sauce; white sauce; vegetable risotto made with brown rice
58165430,"Rice, brown, with vegetables and gravy, NS as to fat",any type of vegetable
58165440,"Rice, brown, with vegetables and gravy, no added fat",any type of vegetable
58165450,"Rice, brown, with vegetables and gravy, fat added",any type of vegetable
58165460,"Rice, brown, with vegetables, soy-based sauce, NS as to fat",any type of vegetable; teriyaki sauce
58165470,"Rice, brown, with vegetables, soy-based sauce, no added fat",any type of vegetable; teriyaki sauce
58165480,"Rice, brown, with vegetables, soy-based sauce, fat added",any type of vegetable; teriyaki sauce
58174000,Upma,Indian breakfast dish
58174100,"Dosa, with filling",Indian pancake or crepe; Masala Dosa
58175000,Vada,lentil or bean dumpling; fritter
58175110,Tabbouleh,Tabbuli; bulgar with tomatoes and parsley
58200210,Vegetable sandwich on white,"bread, bun or roll"
58200220,"Vegetable sandwich on white, with cheese","bread, bun or roll"
58200230,Vegetable sandwich on wheat,"bread, bun or roll; multigrain, whole grain, whole wheat"
58200240,"Vegetable sandwich on wheat, with cheese","bread, bun or roll; multigrain, whole grain, whole wheat"
58200250,Vegetable sandwich wrap,tortilla; flatbread; cheese
58201000,"Jelly sandwich, NFS",
58201005,"Jelly sandwich, on white bread","any type of jelly, jam, spreadable fruit, all fruit, honey"
58201015,"Jelly sandwich, on wheat bread","any type of jelly, jam, spreadable fruit, all fruit, honey; multigrain, whole grain, whole wheat"
58302080,"Noodles with vegetables in tomato-based sauce, diet frozen meal",Weight Watchers Angel Hair Pasta; Stouffer's Lean Cuisine Angel Hair Pasta
58304010,"Spaghetti and meatballs dinner, NFS, frozen meal",
58304060,"Spaghetti with meat sauce, diet frozen meal",Weight Watchers Spaghetti with meat sauce
58310310,"Pancakes and sausage, frozen meal",Jimmy Dean Flapsticks; Aunt Jemima Great Starts
58400000,"Soup, NFS",
58400100,"Noodle soup, NFS",
58400200,"Rice soup, NFS",
58401010,"Barley soup, home recipe, canned, or ready-to-serve",beef barley; chicken barley; mushroom barley soup
58402010,"Beef noodle soup, canned or ready-to-serve",
58402100,"Beef noodle soup, home recipe",
58403010,"Chicken or turkey noodle soup, canned or ready-to-serve","chicken and stars soup; chicken or turkey soup, NFS"
58403040,"Chicken or turkey noodle soup, home recipe",
58403050,"Chicken or turkey noodle soup, cream of, home recipe, canned, or ready-to-serve",
58403060,"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve","Campbell's Healthy Request, Select Harvest, and 25% less sodium varieties; Progresso Light and Reduced Sodium varieties"
58404010,"Chicken or turkey rice soup, canned, or ready-to-serve",
58404030,"Chicken or turkey rice soup, home recipe",
58404040,"Chicken or turkey rice soup, reduced sodium, canned, prepared with water or ready-to-serve","Campbell's Healthy Request, Select Harvest, and 25% less sodium varieties; Progresso Light and Reduced Sodium varieties"
58404500,Matzo ball soup,
58404510,"Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve",
58404520,"Chicken or turkey soup with dumplings, home recipe, canned or ready-to-serve",
58407010,"Instant soup, noodle","meat and/or vegetable flavors; Nutri-System Chicken Noodle Soup; instant soup, NFS; Campbell's dry soups"
58407030,"Soup, mostly noodles",spaghetti or noodle soup; Top Ramen; Asian Noodle Soup; meat flavors; saimin soup; Oodles of Noodles; Cup Noodles; Maruchan Instant Lunch; Nissin noodle soups; Souper Meal
58407035,"Soup, mostly noodles, reduced sodium",35% less sodium Ramen; Maruchan less sodium Ramen
58408010,Wonton soup,Won ton
58408500,"Noodle soup with vegetables, Asian style",Chinese Soup Pai-Cue-Me
58421010,"Sopa Seca de Fideo, Mexican style, made with dry noodles, home recipe",
58421020,"Sopa de Fideo Aguada, Mexican style noodle soup, home recipe",
58421060,"Sopa seca de arroz, home recipe, Mexican style",dry rice soup
58421080,"Sopa de tortilla, Mexican style tortilla soup, home recipe",
59003000,"Meat substitute, cereal- and vegetable protein-based, fried",sauteed; Seitan; vegetarian
61100600,"Clementine, raw","cutie; mandarin orange, raw"
61101010,"Grapefruit, raw","grapefruit, NFS"
61101200,"Grapefruit, canned",frozen
61110010,"Kumquat, raw",
61113010,"Lemon, raw",
61113500,Lemon pie filling,
61116010,"Lime, raw",
61119010,"Orange, raw","Orange, NFS"
61122300,"Orange, canned, NFS","mandarin; mandarin orange, NFS"
61122320,"Orange, canned, juice pack",mandarin; water pack; frozen
61122330,"Orange, canned, in syrup",mandarin
61125010,"Tangerine, raw",tangelo
61201010,"Grapefruit juice, 100%, freshly squeezed",
61201020,"Grapefruit juice, 100%, NS as to form",
61201220,"Grapefruit juice, 100%, canned, bottled or in a carton",Florida's Natural; Indian River; store brand; Simply Grapefruit
61201225,"Grapefruit juice, 100%, with calcium added",Florida's Natural; Tropicana; Indian River
61201620,"Grapefruit juice,100%, frozen, reconstituted",Minute Maid
61204000,"Lemon juice, 100%, NS as to form",
61204010,"Lemon juice, 100%, freshly squeezed",
61204200,"Lemon juice, 100%, canned or bottled",frozen; Real Lemon
61207000,"Lime juice, 100%, NS as to form",
61207010,"Lime juice, 100%, freshly squeezed",
61207200,"Lime juice, 100%, canned or bottled",frozen; Real Lime
61210000,"Orange juice, 100%, NFS",
61210010,"Orange juice, 100%,  freshly squeezed",
61210220,"Orange juice, 100%, canned, bottled or in a carton",Minute Maid; Tropicana; Florida's Natural; Donald Duck; store brand; ready to drink; Simply Orange
61210250,"Orange juice, 100%, with calcium added, canned, bottled or in a carton",Tropicana; Minute Maid; Florida's Natural; Donald Duck; store brand; with calcium and vitamin D added; Simply Orange with Calcium
61210620,"Orange juice, 100%, frozen, reconstituted",reduced acid orange juice
61210720,"Orange juice, 100%, frozen, not reconstituted",
61210820,"Orange juice, 100%, with calcium added, frozen, reconstituted",Minute Maid
61213220,"Tangerine juice, 100%","frozen, reconstituted"
61213800,"Fruit juice blend, citrus, 100% juice",with orange or grapefruit juices; Tropicana Tropics Juice Blends; Capri Sun 100% citrus blends; Snapple 100% Juiced
62101050,"Fruit mixture, dried","apples, apricots, dates, papaya, peaches, pears, pineapples, prunes, raisins; fruit, dried, NFS"
62101100,"Apple, dried",apple chips
62104100,"Apricot, dried",
62105000,"Blueberries, dried",
62106000,"Cherries, dried",sweetened
62107200,Banana chips,
62108100,"Currants, dried",
62109100,"Cranberries, dried","Craisins; cranberries, NFS; all flavors"
62110100,Date,
62113100,"Fig, dried",
62114050,"Mango, dried",
62114110,"Papaya, dried",
62116100,"Peach, dried","nectarine, dried"
62119100,"Pear, dried",
62120000,"Persimmon, dried",
62120100,"Pineapple, dried",
62122100,"Prune, dried",dried plum
62125100,Raisins,
62126000,"Tamarind, dried",pulpitas
63100100,"Fruit, NFS",
63100110,"Fruit, pickled",all kinds
63101000,"Apple, raw","apple, NFS"
63101110,"Applesauce, regular","applesauce, NFS"
63101120,"Applesauce, unsweetened",
63101150,"Applesauce, flavored",with other fruits
63101210,Apple pie filling,"pie filling, NFS; apples, canned"
63101310,"Apple, baked",fried; cooked
63103010,"Apricot, raw","apricot, NFS"
63103110,"Apricot, canned",
63105010,"Avocado, raw",
63107010,"Banana, raw",
63107410,"Banana, fried",cooked
63109010,"Cantaloupe, raw","melon, NFS; muskmelon"
63109700,"Starfruit, raw",Carambola
63111010,"Cherries, maraschino",
63113030,Cherry pie filling,
63115010,"Cherries, raw","cherries, NFS"
63115110,"Cherries, canned",
63115200,"Cherries, frozen",
63116010,Dragon fruit,pitaya
63119010,"Fig, raw",
63119110,"Fig, canned",
63123000,"Grapes, raw",
63125010,"Guava, raw",
63126500,"Kiwi fruit, raw",kiwifruit
63126510,Lychee,
63127010,"Honeydew melon, raw",
63129010,"Mango, raw","Mango, NFS"
63129030,"Mango, canned",
63129050,"Mango, frozen",
63131010,"Nectarine, raw",
63133010,"Papaya, raw",
63133100,"Papaya, canned",
63134010,"Passion fruit, raw",
63135010,"Peach, raw","peach, NFS"
63135110,"Peach, canned, NFS",
63135140,"Peach, canned, in syrup",
63135170,"Peach, canned, juice pack",water pack
63135620,"Peach, frozen",
63137010,"Pear, raw","pear, NFS"
63137050,"Pear, Asian, raw",Chinese pear; Japanese pear
63137110,"Pear, canned, NFS",
63137140,"Pear, canned, in syrup",
63137170,"Pear, canned, juice pack",water pack; frozen
63139010,"Persimmon, raw",
63141010,"Pineapple, raw","pineapple, NFS"
63141110,"Pineapple, canned, NFS",
63141140,"Pineapple, canned, in syrup",
63141170,"Pineapple, canned, juice pack",water pack
63141200,"Pineapple, frozen",
63143010,"Plum, raw","plum, NFS"
63143110,"Plum, canned",plum sauce
63145010,"Pomegranate, raw",
63147110,Rhubarb,rhubarb sauce
63148750,Tamarind,
63149010,"Watermelon, raw",
63200100,"Berries, NFS","berries, frozen; mixed berries"
63201010,"Blackberries, raw","boysenberries; dewberries; loganberries; youngberries; blackberries, NFS"
63201600,"Blackberries, frozen",boysenberries; dewberries; loganberries; youngberries
63203010,"Blueberries, raw","blueberries, NFS"
63203110,"Bluberries, canned",
63203600,"Blueberries, frozen",
63203700,Blueberry pie filling,
63207010,"Cranberries, raw",
63207110,Cranberry sauce,jellied; whole berry; canned; relish
63219000,"Raspberries, raw","raspberries, NFS"
63219610,"Raspberries, frozen",
63223020,"Strawberries, raw","strawberries, NFS"
63223110,"Strawberries, canned",
63223610,"Strawberries, frozen",
63301010,Ambrosia,
63311000,"Fruit salad, fresh or raw,  excluding citrus fruits, no dressing","without oranges, grapefruit, tangerines, clementines or other citrus fruits; fruit salad, NFS; with nuts; fruit mix, raw; without oranges, grapefruit, tangerines, clementines, or other citrus fruit"
63311050,"Fruit salad, fresh or raw, including citrus fruits, no dressing","with oranges, grapefruit, tangerines, clementines or other citrus fruits; with nuts; fruit mix, raw; with oranges, grapefruit, tangerines, clementines, or other citrus fruit"
63311110,"Fruit cocktail, canned, NFS","canned fruit, NFS; fruit cocktail, NFS; canned fruit salad"
63311140,"Fruit cocktail, canned, in syrup",canned fruit salad
63311170,"Fruit cocktail, canned, juice pack",water pack; canned fruit salad
63311180,"Fruit mixture, frozen",all fruits; melon
63401010,Apple salad with dressing,"Waldorf salad; fruit and nut salad with apples, celery and walnuts"
63401060,"Apple, candied",caramel apples
63401070,"Fruit, chocolate covered",strawberries; banana; apple; pineapple
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",with nuts; pear salad with dressing
63402960,"Fruit salad, excluding citrus fruits, with whipped cream","with nuts; made with cream, sour cream or yogurt"
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",with nuts; cream substitute
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",with nuts
63402990,"Fruit salad, including citrus fruits, with pudding",with nuts
63403000,"Fruit salad, excluding citrus fruits, with pudding",with nuts
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",with nuts
63403020,"Fruit salad, including citrus fruit, with whipped cream","with nuts; made with cream, sour cream or yogurt"
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",with nuts; cream substitute
63403040,"Fruit salad, including citrus fruits, with marshmallows",with nuts
63403150,Lime souffle,other citrus fruits
63409010,"Guacamole, NFS","avocado dip, NFS; guacamole without tomatoes"
63409015,Guacamole with tomatoes,avocado dip with tomatoes
63409020,Chutney,fruit; tamarind
63413010,Pineapple salad with dressing,pineapple salad with cream cheese; with nuts
63415100,"Soup, fruit",made with all types of fruit
63420105,Frozen fruit juice bar,all flavors; frozen fruit bar; NS as to type
63420205,"Frozen fruit juice bar, no sugar added",all flavors; frozen fruit bar; reduced sugar; sugar free
63430150,Sorbet,"all flavors, sorbet bars"
64100100,"Fruit juice, NFS","juice, NFS"
64100110,"Fruit juice blend, 100% juice",Juicy Juice blends; Welch's 100% juice blends; Capri Sun 100% juice blends; Apple and Eve 100% juice blends; Snapple 100% Juiced
64100200,"Cranberry juice blend, 100% juice","Ocean Spray 100% Juice Blends, all flavors; ""cranberry juice, 100% juice"""
64100220,"Cranberry juice blend, 100% juice, with calcium added","Apple and Eve Calcium Fortified Cranberry Juice; ""cranberry juice, 100% juice, with calcium"""
64101010,Apple cider,"cider, NFS; sparkling cider"
64104010,"Apple juice, 100%",Mott's; Musselman's; Simply Apple; Seneca; Apple and Eve; store brands
64104030,"Apple juice, 100%, with calcium added",Minute Maid Apple Juice; Apple and Eve with calcium; Musselman's with calcium; Mott's Plus
64104600,"Blackberry juice, 100%",
64104610,Blueberry juice,
64105400,"Cranberry juice, 100%, not a blend",
64116020,"Grape juice, 100%",Welch's; Seneca; Langers; 100% grape juice blends
64116060,"Grape juice, 100%, with calcium added",Welch's; Apple and Eve; Langers Plus
64120010,"Papaya juice, 100%",
64121000,"Passion fruit juice, 100%",yellow; lilikoi
64124020,"Pineapple juice, 100%",
64126000,"Pomegranate juice, 100%","""POM, all flavors"""
64132010,"Prune juice, 100%",
64132500,"Strawberry juice, 100%",
64133100,"Watermelon juice, 100%",
64134015,"Fruit smoothie, with whole fruit, no dairy",
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",
64134025,"Fruit smoothie, with whole fruit, non-dairy","almond, coconut, rice, or soy milk"
64134030,"Fruit smoothie juice drink, no dairy",
64134100,"Fruit smoothie, light","fat free, low fat, no sugar added, reduced fat; Orange Julius Light; Cold Stone Sinless; Jamba Light; Smoothie King Skinny"
64134200,"Fruit smoothie, bottled",canned; reconstituted dry mix; Bolthouse Farms; Naked
64200100,"Fruit nectar, NFS",
64201010,Apricot nectar,
64201500,Banana nectar,
64202010,Cantaloupe nectar,
64203020,Guava nectar,
64204010,Mango nectar,
64205010,Peach nectar,
64210010,Papaya nectar,
64213010,Passion fruit nectar,
64215010,Pear nectar,
64221010,"Soursop, nectar",Guanabana
64401000,Vinegar,
67100000,"Baby Toddler fruit, NFS",
67100100,"Baby Toddler multiple fruit, Stage 2",NS as to stage
67100105,"Baby Toddler multiple fruit, Stage 3",
67100250,"Baby Toddler fruit, with grain",any stage
67100260,"Baby Toddler fruit, with yogurt",any stage; with grain
67100350,"Baby Toddler fruit and vegetables, Stage 2",NS as to stage
67100360,"Baby Toddler fruit and vegetables, Stage 3",
67100450,"Baby Toddler fruit and vegetables, with grain",any stage
67100460,"Baby Toddler fruit and vegetables, with yogurt",any stage; with grain
67100470,"Baby Toddler fruit, vegetables, and meat",any stage; with grain
67100480,Baby Toddler fruit and meat,any stage; with grain
67102010,"Baby Toddler apples, Stage 1",applesauce
67102030,"Baby Toddler apples, Stage 2",applesauce; Stage 3; NS as to stage
67105030,"Baby Toddler bananas, Stage 1",
67105040,"Baby Toddler bananas, Stage 2",Stage 3; NS as to stage
67108010,"Baby Toddler peaches, Stage 1",
67108040,"Baby Toddler peaches, Stage 2",Stage 3; NS as to stage
67109010,"Baby Toddler pears, Stage 1",
67109040,"Baby Toddler pears, Stage 2",Stage 3; NS as to stage
67110000,Baby Toddler prunes,any stage; plums
67110100,Baby Toddler mangoes,any stage
67201000,"Baby Toddler juice, NFS",
67202000,"Baby Toddler juice, apple",apple juice blends
67203800,"Baby Toddler juice, grape",white grape
67204000,"Baby Toddler juice, mixed fruit",
67212000,"Baby Toddler juice, pear",
67230600,"Baby Toddler juice, fruit and vegetable",
67250150,"Baby Toddler juice, fruit and yogurt blend",
67408010,Baby Toddler pudding,any stage; any flavor; custard
67430500,Baby Toddler yogurt melts,snack; yogurt puffs or drops; any flavor
71000100,"Potato, NFS",
71100100,"Potato, baked, NFS",
71101000,"Potato, baked, peel not eaten",NS as to peel eaten
71102980,"Potato, boiled, NFS",steamer bags; steamed potato NS as to plain or flavored
71102990,"Potato, boiled, ready-to-heat",frozen; steamer bags; steamed potato NS as to plain or flavored; with or without peel; with or without fat added
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten
71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with cooking spray
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with animal fat or meat drippings
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",steamer bags; steamed potato NS as to plain or flavored; NS as to peel eaten; made with shortening
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",steamer bags; steamed potato NS as to plain or flavored
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",steamer bags; steamed potato NS as to plain or flavored
71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",steamer bags; steamed potato NS as to plain or flavored; made with cooking spray
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",steamer bags; steamed potato NS as to plain or flavored
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",steamer bags; steamed potato NS as to plain or flavored; made with animal fat or meat drippings
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",steamer bags; steamed potato NS as to plain or flavored; made with shortening
71103300,"Potato, canned, NS as to fat",boiled; roasted; stewed
71103310,"Potato, canned, fat added, NS as to fat type",boiled; roasted; stewed
71103320,"Potato, canned, no added fat",made with cooking spray; boiled; roasted; stewed
71104030,"Potato, roasted, NFS",grilled
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",grilled
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",grilled; made with cooking spray
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",grilled
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",grilled
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",grilled; made with animal fat or meat drippings
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",grilled; made with shortening
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",grilled; NS as to peel eaten
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",grilled; NS as to peel eaten
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",grilled; NS as to peel eaten; made with cooking spray
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",grilled
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",grilled; made with animal fat or meat drippings
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",grilled; made with shortening
71104200,"Potato, roasted, ready-to-heat",frozen; with or without peel; with or without fat added
71106000,"Stewed potatoes, Puerto Rican style",Papas guisadas
71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",Papas hervidas
71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",
71106050,"Potato from Puerto Rican beef stew, with gravy",
71106070,"Potato from Puerto Rican chicken fricassee, with sauce",
71200010,"Potato chips, NFS","chips, NFS"
71200100,"Potato chips, plain",regular or kettle cut; salted; original; NS as to flavor; NS as to regular or ruffled
71200110,"Potato chips, barbecue flavored",regular or kettle cut; barbecue flavor
71200120,"Potato chips, sour cream and onion flavored",regular or kettle cut
71200130,"Potato chips, cheese flavored",regular or kettle cut
71200140,"Potato chips, other flavored","regular or kettle cut; all flavors other than barbecue, sour cream and onion, or cheese; flavored, NFS"
71200200,"Potato chips, ruffled, plain",salted; original; wavy chips; NS as to flavor
71200210,"Potato chips, ruffled, barbecue flavored",wavy chips
71200220,"Potato chips, ruffled, sour cream and onion flavored",wavy chips
71200230,"Potato chips, ruffled, cheese flavored",wavy chips
71200240,"Potato chips, ruffled, other flavored","all flavors other than barbecue, sour cream and onion, or cheese; wavy chips; ruffled, flavored, NFS"
71200300,"Potato chips, restructured, plain",Pringles Original; potato crisps; salted; original; potato skin chips
71200310,"Potato chips, restructured, flavored",flavored Pringles; potato crisps; all flavors; potato skin chips
71200400,"Potato chips, baked, plain",salted; original; any cut; baked kettle chips; potato crisps
71200410,"Potato chips, baked, flavored",all flavors; any cut; baked kettle chips; potato crisps
71201050,"Potato chips, reduced fat",salted; any cut; low or fat free
71201200,"Potato chips, restructured, reduced fat, lightly salted",potato crisps; Pringles; reduced sodium; unsalted; low or fat free
71202000,"Potato chips, unsalted",any cut
71202500,"Potato chips, lightly salted",reduced sodium; any cut
71202510,"Potato chips, restructured, lightly salted",lightly salted Pringles; potato crisps; reduced sodium
71203010,"Potato chips, popped, plain",original; salted; plain popped chips
71203020,"Potato chips, popped, flavored",all flavors; flavored popped chips
71203030,"Potato chips, popped, NFS","popped chips, NFS"
71205020,"Potato sticks, plain",shoestrings; original
71205030,"Potato sticks, flavored",shoestrings; all flavors
71205040,"Potato sticks, fry shaped","corn and potato ""fries""; all flavors; Hot Fries; barbecue ""fries""; Cheddar ""fries"""
71220000,Vegetable chips,veggie chips; Eat smart; vegetable puffs; vegetable sticks; veggie straws; veggie crisp; Terra; all flavors excluding sweet potato; snap pea crisps
71305015,"Potato, scalloped, NFS",au gratin; creamed
71305020,"Potato, scalloped, from fast food or restaurant",au gratin; creamed
71305030,"Potato, scalloped, from fresh",au gratin; creamed; with or without cheese
71305040,"Potato, scalloped, from fresh, with meat",au gratin; creamed; with or without cheese
71305050,"Potato, scalloped, from dry mix",au gratin; creamed; with or without cheese
71305060,"Potato, scalloped, from dry mix, with meat",au gratin; creamed; with or without cheese
71305070,"Potato, scalloped, ready-to-heat",au gratin; creamed; with or without cheese; refrigerated; microwaveable; frozen; from school
71305080,"Potato, scalloped, ready-to-heat, with meat",au gratin; creamed; with or without cheese; refrigerated; microwaveable; frozen; from school
71400990,"Potato, french fries, NFS",
71401000,"Potato, french fries, NS as to fresh or frozen",other place; home or store; NS as to fried or baked
71401010,"Potato, french fries, from fresh, fried",home or store
71401015,"Potato, french fries, from fresh, baked",home or store
71401020,"Potato, french fries, from frozen, baked",home or store
71401030,"Potato, french fries, fast food",
71401031,"Potato, french fries, restaurant",other place
71401032,"Potato, french fries, from frozen, fried",home or store
71401033,"Potato, french fries, school",
71401039,"Potato, french fries, with cheese, fast food / restaurant",other place
71401041,"Potato, french fries, with cheese, school",with chili; with chili and cheese
71401045,"Potato, french fries, with chili, fast food / restaurant",other place
71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",other place; chili with cheese
71402500,"Potato, french fries, with cheese",fresh or frozen; fried or baked; home or store
71402510,"Potato, french fries, with chili and cheese",fresh or frozen; fried or baked; home or store
71402520,"Potato, french fries, with chili",fresh or frozen; fried or baked; home or store
71403020,"Potato, home fries, NFS",
71403030,"Potato, home fries, from restaurant / fast food",
71403040,"Potato, home fries, from fresh",cottage style; fried; German fried
71403050,"Potato, home fries, ready-to-heat",refrigerated; microwavable; frozen; dry mix; from school
71403500,"Potato, home fries, with vegetables",Potatoes O'Brien; green or red peppers and onions
71404000,"Potato, hash brown, NFS",
71404010,"Potato, hash brown, from fast food",
71404020,"Potato, hash brown, from fast food, with cheese",
71404030,"Potato, hash brown, from restaurant",
71404040,"Potato, hash brown, from restaurant, with cheese",
71404050,"Potato, hash brown, from school lunch",home fries; with or without cheese
71405010,"Potato, hash brown, from fresh",
71405019,"Potato, hash brown, from fresh, with cheese",
71405030,"Potato, hash brown, from dry mix",with or without cheese
71405040,"Potato, hash brown, ready-to-heat",refrigerated; microwavable; frozen
71405050,"Potato, hash brown, ready-to-heat, with cheese",refrigerated; microwavable; frozen
71410000,Potato skins without topping,
71410500,"Potato skins, with cheese",sour cream; salsa
71411000,"Potato skins, with cheese and bacon",sour cream; salsa
71411100,"Potato skins, NFS",
71501000,"Potato, mashed, NFS",
71501005,"Potato, mashed, from fast food",
71501006,"Potato, mashed, from fast food, with gravy",
71501007,"Potato, mashed, ready-to-heat",refrigerated; microwavable; frozen
71501010,"Potato, mashed, from fresh, made with milk",with water; sour cream; cream
71501011,"Potato, mashed, from fresh, made with milk, with cheese",with water; sour cream; cream
71501012,"Potato, mashed, from fresh, made with milk, with gravy",with water; cheese; sour cream; cream
71501013,"Potato, mashed, from fresh, NFS",
71501016,"Potato, mashed, from restaurant",
71501017,"Potato, mashed, from restaurant, with gravy",
71501018,"Potato, mashed, from school lunch",with gravy
71501035,"Potato, mashed, from dry mix, NFS",
71501040,"Potato, mashed, from dry mix, made with milk",with water; sour cream; cream
71501045,"Potato, mashed, from dry mix, made with milk, with cheese",with water; sour cream; cream
71501054,"Potato, mashed, from dry mix, made with milk, with gravy",with water; cheese; sour cream; cream
